"x","y"
"-0.25","1.8234765819369751"
"-0.24","1.8131621778338602"
"-0.23","1.8028740096576095"
"-0.22","1.7926107972916911"
"-0.21","1.7823712865529922"
"-0.2","1.772154247585227"
"-0.19","1.7619584733259561"
"-0.18","1.7517827780414439"
"-0.17","1.7416259959240008"
"-0.16","1.7314869797468075"
"-0.15","1.7213645995715827"
"-0.14","1.7112577415047523"
"-0.13","1.7011653064980419"
"-0.12","1.691086209189685"
"-0.11","1.6810193767826433"
"-0.1","1.6709637479564565"
"-0.09","1.660918271809492"
"-0.08","1.6508819068285556"
"-0.07","1.6408536198829469"
"-0.06","1.630832385240175"
"-0.05","1.6208171836006664"
"-0.04","1.6108070011488855"
"-0.03","1.6008008286183735"
"-0.02","1.590797660368287"
"-0.01","1.5807964934690637"
"0.0","1.5707963267948966"
"0.01","1.5607961601207294"
"0.02","1.5507949932215062"
"0.03","1.5407918249714196"
"0.04","1.5307856524409076"
"0.05","1.5207754699891267"
"0.06","1.5107602683496182"
"0.07","1.5007390337068462"
"0.08","1.4907107467612375"
"0.09","1.4806743817803012"
"0.1","1.4706289056333366"
"0.11","1.4605732768071498"
"0.12","1.4505064444001081"
"0.13","1.4404273470917512"
"0.14","1.4303349120850408"
"0.15","1.4202280540182104"
"0.16","1.4101056738429856"
"0.17","1.3999666576657923"
"0.18","1.3898098755483492"
"0.19","1.379634180263837"
"0.2","1.3694384060045661"
"0.21","1.359221367036801"
"0.22","1.348981856298102"
"0.23","1.3387186439321836"
"0.24","1.3284304757559329"
"0.25","1.318116071652818"
"0.26","1.3077741238864273"
"0.27","1.297403295327423"
"0.28","1.2870022175865687"
"0.29","1.276569489045914"
"0.3","1.2661036727794992"
"0.31","1.255603294354172"
"0.32","1.2450668395002662"
"0.33","1.234492751640916"
"0.34","1.2238794292677346"
"0.35","1.213225223149386"
"0.36","1.2025284333582567"
"0.37","1.1917873060989455"
"0.38","1.1810000303206358"
"0.39","1.1701647340935244"
"0.4","1.1592794807274085"
"0.41","1.1483422646081407"
"0.42","1.137351006725011"
"0.43","1.126303549859078"
"0.44","1.1151976533990733"
"0.45","1.1040309877476004"
"0.46","1.0928011282759442"
"0.47","1.0815055487807812"
"0.48","1.0701416143903086"
"0.49","1.0587065738607484"
"0.5","1.047197551196598"
"0.51","1.0356115365192973"
"0.52","1.0239453760989525"
"0.53","1.0121957614520962"
"0.54","1.000359217394975"
"0.55","0.988432088926153"
"0.56","0.9764105267938341"
"0.57","0.96429047158181"
"0.58","0.9520676361226456"
"0.59","0.9397374860168753"
"0.6","0.9272952180016125"
"0.61","0.9147357358699741"
"0.62","0.9020536235925248"
"0.63","0.8892431152317798"
"0.64","0.8762980611683407"
"0.65","0.8632118900695405"
"0.66","0.8499775659248068"
"0.67","0.8365875393415378"
"0.68","0.8230336921349758"
"0.69","0.8093072740472634"
"0.7","0.7953988301841435"
"0.71","0.7812981174487246"
"0.72","0.7669940078618668"
"0.73","0.752474376163337"
"0.74","0.7377259684532489"
"0.75","0.7227342478134154"
"0.76","0.7074832117793425"
"0.77","0.6919551751263167"
"0.78","0.6761305095606616"
"0.79","0.659987329387498"
"0.8","0.6435011087932844"
"0.81","0.6266442116407405"
"0.82","0.609385308030795"
"0.83","0.5916886424265444"
"0.84","0.5735131044230963"
"0.85","0.554811032980072"
"0.86","0.5355266543143877"
"0.87","0.5155940062460903"
"0.88","0.4949341263408953"
"0.89","0.4734511572720663"
"0.9","0.45102681179626225"
"0.91","0.4275122649448697"
"0.92","0.40271584158066176"
"0.93","0.37638348231772817"
"0.94","0.3481660212729611"
"0.95","0.31756042929152145"
"0.96","0.2837941092083279"
"0.97","0.24556551751529226"
"0.98","0.20033484232410093"
"0.99","0.1415395209554394"
"1.0","0.0252334248329648"
